student_id,grade,subject,topic,learning_style,device_type,past_quiz_score_avg,accuracy_percentage,avg_response_time_sec,num_attempts,learning_streak_days,engagement_score,hints_used,video_watch_pct,time_on_task_min,session_count_week,next_topic,recommended_difficulty,success_probability_bin,needs_revision
S614309,Grade_5,History,Ancient_India,auditory,desktop,44.77,,116.7,4.0,4.0,0.3477,3.0,25.78,36.1,4.0,Medieval_Period,easy,medium,1
S932964,Grade_11,Computer_Science,Algorithms,reading_writing,mobile,50.75,64.92,67.9,2.0,4.0,0.436,3.0,32.34,8.0,4.0,Networking,medium,medium,0
S294084,Grade_4,Computer_Science,Databases,visual,tablet,74.92,71.56,71.7,4.0,9.0,0.5725,3.0,76.77,41.2,5.0,Web_Development,medium,high,0
S794614,Grade_4,Science,Electricity,auditory,laptop,58.08,62.33,77.6,,2.0,0.3918,3.0,29.56,10.1,2.0,Chemical_Reactions,medium,medium,0
S466701,Grade_11,Hindi,Gadya,reading_writing,tablet,70.92,53.94,71.0,3.0,0.0,0.4606,1.0,48.32,28.6,2.0,Kavita,medium,medium,0
S178117,Grade_9,English,Literature,reading_writing,tablet,65.96,49.32,82.0,5.0,1.0,0.3763,3.0,29.71,37.1,3.0,Essay_Writing,medium,medium,1
S930573,Grade_9,Geography,Population,reading_writing,laptop,67.1,68.45,69.3,3.0,1.0,0.4986,2.0,52.12,26.3,1.0,Climate,medium,medium,0
S563511,Grade_6,General_Knowledge,Awards,visual,mobile,72.98,74.45,100.1,,3.0,0.4495,2.0,26.57,8.6,3.0,Sports,medium,medium,0
S201988,Grade_2,Mathematics,Statistics,auditory,mobile,34.93,32.45,117.4,6.0,4.0,0.4097,4.0,56.76,39.3,2.0,Algebra,easy,low,1
S917322,Grade_11,Mathematics,Statistics,reading_writing,mobile,90.0,89.81,42.9,2.0,7.0,0.6279,1.0,63.16,24.2,5.0,Algebra,medium,high,0
S787882,Grade_8,General_Knowledge,Awards,auditory,tablet,64.67,51.67,54.0,3.0,0.0,0.3932,1.0,44.22,25.6,3.0,Science_Tech,medium,medium,0
S381485,Grade_2,General_Knowledge,Awards,reading_writing,laptop,38.12,38.6,104.6,4.0,7.0,0.3614,2.0,41.43,25.2,5.0,Sports,easy,low,1
S504649,Grade_12,Computer_Science,Data_Structures,visual,mobile,76.04,70.24,42.8,2.0,1.0,,3.0,42.82,34.3,3.0,Databases,medium,medium,0
S304370,Grade_7,History,World_Wars,visual,tablet,70.69,66.95,100.5,4.0,1.0,0.5102,1.0,31.58,27.3,1.0,Post_Independence,medium,medium,0
S226681,Grade_9,History,Freedom_Movement,kinesthetic,tablet,80.83,81.18,40.7,2.0,4.0,0.6661,0.0,58.82,15.1,2.0,World_Wars,medium,high,0
S386399,Grade_1,Hindi,Patra_Lekhan,visual,mobile,39.77,33.59,123.6,4.0,6.0,0.3573,2.0,27.7,24.7,3.0,Gadya,easy,low,1
S651115,,General_Knowledge,Current_Affairs,auditory,tablet,69.31,49.49,106.7,5.0,9.0,0.3356,4.0,38.26,38.7,5.0,Science_Tech,medium,medium,1
S825588,Grade_5,General_Knowledge,Science_Tech,,laptop,55.52,37.15,116.5,4.0,1.0,0.3036,2.0,33.82,33.1,2.0,Awards,easy,low,1
S992287,Grade_10,,Science_Tech,visual,tablet,92.7,90.89,24.2,2.0,14.0,0.6757,2.0,60.83,19.2,8.0,Current_Affairs,hard,high,0
S206804,Grade_5,Geography,Resources,visual,tablet,70.68,62.66,99.5,3.0,3.0,0.4925,1.0,60.92,20.0,4.0,Population,medium,medium,0
S625993,Grade_4,General_Knowledge,Sports,reading_writing,tablet,51.14,57.95,103.4,4.0,3.0,0.4811,2.0,60.24,23.9,4.0,Current_Affairs,easy,medium,1
S989529,Grade_6,Mathematics,Calculus,auditory,tablet,49.04,42.09,94.8,5.0,12.0,0.3991,4.0,34.38,33.4,6.0,Number_Theory,easy,low,1
S373571,Grade_3,General_Knowledge,Sports,visual,mobile,33.37,19.03,117.5,5.0,9.0,0.2339,3.0,3.74,35.0,6.0,Awards,easy,low,1
S594861,Grade_7,History,Freedom_Movement,reading_writing,mobile,72.34,69.99,88.5,2.0,13.0,0.505,2.0,55.37,18.2,6.0,Post_Independence,medium,medium,0
S173435,Grade_10,Computer_Science,Data_Structures,kinesthetic,mobile,66.52,65.11,116.8,2.0,12.0,0.5306,1.0,,24.5,8.0,Algorithms,medium,medium,0
S762874,Grade_9,History,Freedom_Movement,kinesthetic,tablet,71.49,76.16,69.7,2.0,3.0,0.5588,0.0,31.54,24.1,3.0,Post_Independence,medium,medium,0
S213459,Grade_6,Geography,Climate,visual,laptop,61.91,47.46,94.5,3.0,37.0,0.5709,2.0,46.0,34.0,18.0,Population,medium,medium,0
S256233,Grade_9,History,Freedom_Movement,auditory,desktop,61.5,54.4,85.5,3.0,4.0,0.4095,3.0,23.97,22.8,2.0,Post_Independence,medium,medium,1
S235700,Grade_10,Geography,Maps_Cartography,auditory,desktop,70.83,57.4,60.2,5.0,3.0,0.5092,2.0,46.84,32.3,3.0,Physical_Geography,medium,medium,0
S511959,Grade_4,Computer_Science,Web_Development,reading_writing,tablet,70.01,65.0,92.9,4.0,11.0,0.6191,2.0,60.89,21.0,6.0,Databases,medium,medium,1
S202197,Grade_3,Science,Cells_Biology,reading_writing,tablet,53.2,46.09,123.9,5.0,0.0,0.4271,2.0,33.3,34.0,2.0,Ecosystems,easy,medium,1
S247198,Grade_12,Computer_Science,Web_Development,auditory,mobile,69.82,69.19,64.1,2.0,6.0,0.585,1.0,79.42,17.8,4.0,Networking,medium,medium,0
S880984,Grade_5,General_Knowledge,Awards,,laptop,62.33,56.91,135.1,5.0,2.0,0.4095,2.0,55.04,45.2,2.0,Science_Tech,medium,medium,0
S972625,Grade_6,Hindi,Vyakaran,auditory,tablet,54.69,47.31,92.0,3.0,9.0,0.366,4.0,34.17,18.1,6.0,Gadya,easy,medium,1
S750288,Grade_9,Science,Ecosystems,reading_writing,laptop,72.45,62.13,99.5,3.0,0.0,0.4311,1.0,26.28,28.6,3.0,Chemical_Reactions,medium,medium,0
S810962,Grade_5,Geography,Climate,auditory,desktop,66.41,52.62,112.6,5.0,1.0,0.4029,2.0,36.85,45.0,3.0,Population,medium,medium,1
S575002,Grade_12,English,Essay_Writing,auditory,mobile,59.32,46.44,60.2,5.0,3.0,0.2856,4.0,20.97,29.4,2.0,Literature,easy,medium,1
S235572,Grade_11,History,World_Wars,reading_writing,mobile,75.47,60.56,48.8,3.0,4.0,0.4971,1.0,43.23,24.5,3.0,Freedom_Movement,medium,medium,0
S278233,Grade_8,English,Literature,reading_writing,tablet,75.22,67.16,17.2,4.0,2.0,0.4692,3.0,40.63,28.7,1.0,Essay_Writing,medium,medium,0
S244267,Grade_8,Science,Cells_Biology,visual,mobile,70.42,60.41,76.7,4.0,58.0,0.7379,1.0,32.8,35.0,21.0,Ecosystems,hard,medium,0
S949150,Grade_7,English,Essay_Writing,auditory,laptop,71.83,63.29,68.5,4.0,12.0,0.5501,2.0,44.48,36.0,6.0,Literature,medium,medium,0
S451670,Grade_8,Science,Periodic_Table,kinesthetic,mobile,80.73,73.88,92.9,4.0,1.0,0.5952,2.0,45.47,33.6,2.0,Chemical_Reactions,medium,medium,0
S883227,Grade_1,Computer_Science,Data_Structures,reading_writing,desktop,36.68,33.63,119.1,,10.0,0.3163,4.0,17.56,38.2,6.0,Algorithms,easy,low,1
S180612,Grade_2,Geography,Physical_Geography,auditory,laptop,74.04,68.24,121.3,2.0,0.0,0.5133,3.0,62.67,19.8,2.0,Resources,medium,high,0
S385993,Grade_2,English,Comprehension,auditory,mobile,43.48,40.84,162.5,4.0,0.0,0.3221,4.0,25.78,31.7,3.0,Essay_Writing,easy,low,1
S326707,Grade_7,Mathematics,Trigonometry,auditory,desktop,54.38,48.41,90.5,5.0,28.0,0.4925,4.0,50.22,29.2,14.0,Geometry,medium,medium,1
S582164,Grade_6,Mathematics,Statistics,reading_writing,tablet,48.41,44.78,87.7,5.0,0.0,0.3615,2.0,32.75,32.6,2.0,Algebra,easy,low,1
S302966,Grade_4,Science,Ecosystems,reading_writing,mobile,43.32,35.12,82.8,6.0,17.0,0.4101,4.0,41.63,37.1,10.0,Cells_Biology,easy,medium,1
S810838,Grade_10,Hindi,Gadya,reading_writing,desktop,65.41,44.21,96.6,4.0,5.0,0.3258,4.0,31.61,32.8,3.0,Patra_Lekhan,medium,medium,1
S355946,Grade_7,General_Knowledge,Current_Affairs,,laptop,47.97,45.78,69.0,4.0,5.0,0.3519,3.0,32.85,32.2,3.0,Science_Tech,easy,low,1
S439681,Grade_10,Mathematics,Calculus,reading_writing,laptop,67.96,61.57,83.8,2.0,4.0,0.517,2.0,64.07,18.6,3.0,Statistics,medium,medium,0
S802550,Grade_10,Hindi,Kavita,kinesthetic,desktop,83.25,67.14,81.6,,7.0,0.546,3.0,61.56,24.2,4.0,Patra_Lekhan,medium,medium,0
S479237,Grade_2,Computer_Science,Data_Structures,reading_writing,mobile,72.59,68.93,99.9,2.0,18.0,0.5017,2.0,43.84,21.4,8.0,Databases,medium,medium,0
S776333,Grade_6,Geography,Population,visual,laptop,59.18,54.01,102.8,5.0,10.0,0.4754,3.0,34.67,49.2,5.0,Maps_Cartography,easy,medium,1
S799878,Grade_4,History,Medieval_Period,auditory,tablet,59.4,56.63,83.6,3.0,0.0,0.4729,2.0,46.0,25.3,2.0,World_Wars,medium,medium,0
S327313,Grade_5,General_Knowledge,Current_Affairs,auditory,laptop,42.27,33.24,88.4,6.0,1.0,0.2246,4.0,24.59,32.4,1.0,Sports,easy,low,1
S536408,Grade_1,Computer_Science,,auditory,mobile,63.17,57.98,156.6,4.0,0.0,0.492,2.0,56.12,25.2,1.0,Databases,medium,medium,0
S661003,Grade_5,Mathematics,Number_Theory,auditory,laptop,59.09,62.38,107.1,2.0,2.0,0.4516,3.0,56.8,13.2,2.0,Algebra,medium,medium,0
S718593,Grade_5,Mathematics,,auditory,laptop,49.7,40.55,91.5,4.0,3.0,,4.0,34.88,25.0,2.0,Statistics,easy,low,1
S114372,Grade_1,Geography,Maps_Cartography,reading_writing,laptop,25.66,34.58,114.6,4.0,16.0,0.3679,2.0,10.7,26.7,8.0,Resources,easy,low,1
S345608,Grade_2,Geography,Resources,visual,desktop,52.16,43.62,137.6,3.0,4.0,0.3449,3.0,34.4,31.2,2.0,Population,easy,medium,1
S992434,Grade_12,General_Knowledge,Current_Affairs,reading_writing,tablet,100.0,,64.8,4.0,4.0,0.5896,0.0,60.92,,2.0,Sports,medium,high,0
S477446,Grade_1,Mathematics,Fractions,visual,tablet,74.22,56.02,124.9,3.0,1.0,0.4755,3.0,62.13,12.8,2.0,Number_Theory,medium,medium,0
S150762,Grade_2,Hindi,Vyakaran,kinesthetic,desktop,28.59,17.79,118.3,6.0,7.0,0.1918,,4.64,57.2,6.0,Kavita,easy,low,1
S942191,Grade_12,Computer_Science,Networking,kinesthetic,tablet,71.6,60.01,51.3,2.0,1.0,0.5531,1.0,51.32,16.5,2.0,Databases,medium,medium,0
S447840,Grade_4,General_Knowledge,Awards,reading_writing,mobile,34.38,39.08,107.4,6.0,7.0,0.255,4.0,22.29,39.9,5.0,Sports,easy,low,1
S807074,Grade_5,History,Freedom_Movement,,laptop,55.18,53.27,89.6,5.0,25.0,0.4726,2.0,32.05,28.4,13.0,Post_Independence,medium,medium,1
S625577,Grade_12,Science,Motion,visual,tablet,67.13,45.95,91.1,3.0,,0.4272,2.0,48.42,24.5,1.0,Electricity,easy,medium,1
S101613,Grade_10,Hindi,Vyakaran,kinesthetic,laptop,75.45,69.8,80.3,3.0,20.0,0.601,2.0,52.66,,11.0,Gadya,medium,medium,0
S264628,Grade_7,English,Comprehension,reading_writing,tablet,47.79,48.55,72.0,3.0,18.0,0.523,4.0,33.67,28.1,8.0,Literature,medium,medium,1
S133606,Grade_2,,Sports,visual,laptop,43.45,42.82,121.6,5.0,6.0,0.3249,2.0,10.47,30.8,3.0,Current_Affairs,medium,low,1
S102999,Grade_9,Mathematics,Calculus,visual,mobile,68.68,65.54,85.8,4.0,0.0,0.3983,1.0,44.7,27.9,1.0,Statistics,medium,medium,1
S238410,Grade_6,Hindi,Kavita,kinesthetic,mobile,47.17,36.68,107.7,6.0,6.0,0.3067,2.0,11.24,41.9,5.0,Patra_Lekhan,easy,low,1
S864086,Grade_6,English,Grammar,visual,mobile,61.24,63.11,117.9,2.0,19.0,0.6483,1.0,69.09,16.5,9.0,Vocabulary,medium,medium,0
S470117,Grade_8,English,Vocabulary,visual,laptop,78.65,82.47,90.3,2.0,,0.6227,1.0,66.13,18.9,3.0,Grammar,medium,high,0
S617568,Grade_8,Science,Cells_Biology,kinesthetic,mobile,63.46,63.91,107.3,4.0,8.0,0.4949,2.0,51.27,35.6,4.0,Ecosystems,medium,medium,0
S370943,Grade_3,Science,Ecosystems,visual,mobile,43.92,35.76,125.4,5.0,3.0,0.2881,2.0,27.97,22.9,,Cells_Biology,easy,low,1
S260269,Grade_5,English,Literature,reading_writing,desktop,53.9,49.63,78.5,3.0,1.0,0.4205,2.0,53.19,30.4,3.0,Comprehension,easy,medium,0
S814871,Grade_12,Hindi,,reading_writing,mobile,66.83,67.32,43.1,2.0,12.0,0.57,1.0,56.93,11.2,6.0,Vyakaran,medium,medium,0
S390622,Grade_5,General_Knowledge,Awards,reading_writing,mobile,60.54,52.38,90.9,5.0,0.0,0.3539,3.0,46.27,35.6,3.0,Sports,medium,medium,1
S702161,Grade_7,Geography,Physical_Geography,auditory,tablet,68.6,55.31,54.3,3.0,3.0,0.3999,3.0,52.82,38.4,2.0,Climate,medium,medium,0
S167597,Grade_2,Computer_Science,Algorithms,visual,tablet,44.98,42.67,133.5,,1.0,0.33,4.0,44.45,33.9,3.0,Networking,easy,low,1
S849563,Grade_7,History,World_Wars,reading_writing,desktop,65.89,64.96,93.2,4.0,1.0,0.4657,2.0,29.86,38.1,1.0,Freedom_Movement,medium,medium,0
S847595,Grade_12,General_Knowledge,Awards,visual,laptop,74.54,69.15,26.8,,13.0,0.4988,3.0,44.6,27.6,7.0,Science_Tech,medium,medium,0
S939134,Grade_10,Hindi,Gadya,kinesthetic,desktop,68.98,62.04,,2.0,6.0,0.4649,3.0,32.2,15.9,3.0,Kavita,medium,medium,0
S387256,Grade_2,History,World_Wars,reading_writing,mobile,21.22,29.64,120.7,4.0,3.0,0.286,4.0,33.19,21.1,3.0,Freedom_Movement,easy,low,1
S255870,Grade_3,Hindi,Patra_Lekhan,reading_writing,tablet,49.88,41.16,118.1,5.0,4.0,0.3442,4.0,36.3,34.4,4.0,Gadya,easy,low,1
S142328,Grade_3,Science,Electricity,visual,laptop,64.69,64.62,132.3,3.0,11.0,0.3701,3.0,16.75,38.0,5.0,Light_Optics,medium,medium,0
S672587,Grade_4,Science,Periodic_Table,kinesthetic,desktop,50.66,51.5,86.0,5.0,16.0,0.51,1.0,61.76,29.0,9.0,Electricity,medium,medium,1
S671248,Grade_2,Mathematics,Geometry,auditory,desktop,50.19,60.78,102.7,2.0,9.0,0.3993,2.0,39.91,24.8,4.0,Statistics,medium,medium,1
S759110,Grade_8,General_Knowledge,Awards,kinesthetic,tablet,86.16,75.73,62.6,2.0,2.0,0.5578,0.0,54.95,19.3,3.0,Science_Tech,medium,medium,0
S985562,Grade_6,Computer_Science,Web_Development,auditory,tablet,77.62,68.49,77.2,3.0,51.0,0.6697,3.0,29.95,31.0,21.0,Networking,hard,medium,0
S713467,Grade_8,Computer_Science,Data_Structures,kinesthetic,laptop,62.27,57.06,77.5,3.0,0.0,0.3994,2.0,42.65,20.5,2.0,Databases,medium,medium,0
S686176,Grade_5,English,Essay_Writing,kinesthetic,tablet,53.59,46.83,122.6,4.0,8.0,0.4601,3.0,62.21,23.1,4.0,Literature,medium,medium,1
S461149,Grade_2,Mathematics,Algebra,visual,mobile,50.06,40.51,115.4,5.0,16.0,0.4844,2.0,54.77,32.4,8.0,Statistics,medium,low,1
S382853,Grade_9,English,Poetry,visual,tablet,69.21,57.57,78.5,4.0,2.0,0.3724,3.0,41.59,27.7,1.0,Literature,medium,medium,0
S926049,Grade_6,History,Medieval_Period,kinesthetic,mobile,67.28,51.41,88.7,3.0,0.0,0.3511,3.0,41.06,33.2,2.0,Freedom_Movement,medium,medium,1
S625392,Grade_6,Mathematics,Fractions,visual,desktop,84.91,73.84,110.5,4.0,0.0,0.4703,3.0,74.82,29.6,1.0,Algebra,medium,medium,1
S416142,Grade_12,English,Comprehension,reading_writing,tablet,75.74,71.1,35.1,2.0,7.0,0.5006,2.0,62.13,16.6,5.0,Literature,medium,medium,0
S203129,Grade_5,Mathematics,Geometry,kinesthetic,desktop,67.65,58.88,91.4,3.0,6.0,0.4229,3.0,44.43,24.0,3.0,Trigonometry,medium,medium,0
S259646,Grade_7,Hindi,Gadya,reading_writing,laptop,71.75,65.42,108.8,,8.0,0.5541,3.0,40.03,20.7,5.0,Patra_Lekhan,medium,medium,0
S197350,Grade_11,,Poetry,kinesthetic,desktop,65.54,,85.7,4.0,11.0,0.4557,2.0,27.44,36.1,7.0,Comprehension,medium,medium,1
S380076,Grade_10,Geography,Physical_Geography,visual,laptop,65.94,55.78,58.1,3.0,4.0,0.354,1.0,44.61,26.4,3.0,Climate,easy,medium,0
S870905,Grade_3,Mathematics,,visual,laptop,61.82,60.4,109.0,4.0,14.0,0.5407,3.0,66.84,20.4,9.0,Geometry,medium,medium,1
S998769,Grade_2,Mathematics,Fractions,reading_writing,tablet,36.17,33.92,90.4,4.0,18.0,0.3221,2.0,20.05,36.1,9.0,Algebra,easy,low,1
S500381,Grade_10,Science,Periodic_Table,reading_writing,mobile,76.91,79.38,49.6,2.0,15.0,0.7432,1.0,99.02,24.2,9.0,Chemical_Reactions,medium,high,0
S481245,Grade_5,Geography,Resources,auditory,tablet,60.82,58.96,118.3,5.0,11.0,,2.0,31.99,38.2,6.0,Maps_Cartography,medium,medium,0
S308761,Grade_8,History,World_Wars,,laptop,69.49,62.48,98.7,3.0,2.0,0.3809,1.0,32.29,20.6,3.0,Freedom_Movement,medium,medium,1
S615700,Grade_3,Mathematics,Fractions,visual,laptop,63.48,52.59,133.3,5.0,4.0,0.4297,3.0,45.32,38.1,4.0,Number_Theory,medium,medium,1
S534733,Grade_6,General_Knowledge,Current_Affairs,kinesthetic,mobile,68.96,54.56,93.3,3.0,7.0,0.4606,3.0,54.32,10.0,6.0,Sports,medium,medium,1
S186381,Grade_11,General_Knowledge,Awards,auditory,laptop,64.01,61.56,71.8,4.0,6.0,0.5596,2.0,,,5.0,Science_Tech,medium,medium,0
S763967,Grade_8,Geography,Resources,reading_writing,laptop,58.66,53.5,88.8,4.0,17.0,0.4705,1.0,48.21,36.3,8.0,Population,medium,medium,1
S759285,Grade_8,English,Vocabulary,reading_writing,laptop,94.75,74.54,96.0,3.0,0.0,0.4865,3.0,41.94,27.1,1.0,Essay_Writing,medium,high,0
S643053,Grade_7,Hindi,Vyakaran,visual,mobile,59.76,61.7,105.7,4.0,19.0,0.5193,3.0,57.96,32.0,11.0,Kavita,medium,medium,1
S692005,Grade_11,Geography,Population,visual,tablet,61.88,46.84,31.9,,1.0,0.4038,2.0,53.28,20.9,1.0,Climate,easy,medium,1
S451732,,Science,Ecosystems,reading_writing,mobile,67.94,69.97,44.6,2.0,4.0,0.5564,2.0,45.11,19.1,4.0,Chemical_Reactions,medium,medium,0
S865263,Grade_1,General_Knowledge,Science_Tech,reading_writing,laptop,39.11,43.17,112.4,4.0,10.0,0.3811,3.0,37.33,31.6,7.0,Current_Affairs,easy,low,1
S486839,Grade_10,History,Medieval_Period,visual,mobile,100.0,94.73,26.2,1.0,7.0,0.6822,2.0,82.11,21.4,6.0,Freedom_Movement,hard,high,0
S287222,Grade_1,Hindi,Vyakaran,visual,tablet,59.9,44.98,118.3,3.0,0.0,0.419,3.0,50.97,27.4,2.0,Gadya,easy,medium,0
S798870,Grade_1,History,,kinesthetic,desktop,39.24,43.03,110.6,4.0,2.0,0.4009,4.0,41.06,24.4,1.0,Freedom_Movement,easy,low,1
S576497,Grade_9,English,Poetry,visual,tablet,65.75,38.85,96.8,4.0,2.0,0.3215,4.0,40.7,26.2,2.0,Comprehension,easy,low,1
S735352,,English,Essay_Writing,auditory,tablet,84.1,80.19,85.4,2.0,13.0,0.6562,2.0,77.18,18.6,8.0,Poetry,hard,high,0
S910971,Grade_3,Computer_Science,Data_Structures,reading_writing,tablet,30.45,24.97,101.8,4.0,0.0,0.1458,5.0,,21.3,2.0,Algorithms,easy,low,1
S505502,Grade_9,English,Essay_Writing,auditory,tablet,75.04,65.48,63.4,3.0,6.0,0.4559,1.0,54.3,31.9,5.0,Poetry,medium,medium,0
S569698,Grade_4,Hindi,Gadya,visual,laptop,38.65,31.86,102.4,6.0,3.0,0.4254,2.0,29.24,45.6,3.0,Patra_Lekhan,easy,low,1
S503566,Grade_8,Geography,Climate,auditory,desktop,64.44,71.79,126.5,3.0,3.0,0.5268,2.0,60.37,24.0,3.0,Resources,medium,medium,0
S330360,Grade_8,General_Knowledge,Awards,reading_writing,laptop,45.87,49.72,64.9,5.0,0.0,0.3757,2.0,44.54,32.1,1.0,Sports,easy,medium,1
S369437,Grade_4,Hindi,Gadya,auditory,mobile,71.04,76.63,90.8,4.0,10.0,0.6084,2.0,56.33,32.9,5.0,Kavita,medium,medium,1
S105603,Grade_5,Geography,Resources,kinesthetic,desktop,56.48,42.88,108.5,4.0,1.0,0.3593,4.0,43.52,23.9,,Maps_Cartography,easy,medium,1
S967838,Grade_9,Hindi,Gadya,visual,laptop,62.28,68.37,79.9,2.0,0.0,0.4112,1.0,42.15,26.6,3.0,Kavita,medium,medium,0
S503294,Grade_1,Mathematics,Calculus,visual,mobile,36.18,30.11,92.4,6.0,18.0,0.3674,4.0,33.07,,9.0,Statistics,easy,low,1
S130825,Grade_2,Science,Motion,reading_writing,laptop,41.38,39.19,118.0,5.0,5.0,0.3191,2.0,35.89,34.1,5.0,Electricity,easy,low,1
S620623,Grade_12,Geography,Maps_Cartography,kinesthetic,desktop,60.87,44.33,60.4,5.0,2.0,0.3141,4.0,40.08,20.5,2.0,Resources,easy,medium,1
S166046,Grade_12,Computer_Science,Algorithms,visual,laptop,68.55,62.53,35.2,3.0,2.0,0.4672,1.0,33.96,23.4,1.0,Data_Structures,medium,medium,0
S670886,Grade_6,Geography,,auditory,tablet,86.15,76.74,98.3,,4.0,0.5751,0.0,34.67,27.6,3.0,Physical_Geography,medium,high,0
S291476,Grade_6,General_Knowledge,Current_Affairs,visual,desktop,40.78,41.58,,3.0,6.0,0.3801,4.0,,25.0,4.0,Science_Tech,easy,medium,1
S867428,Grade_7,General_Knowledge,Science_Tech,visual,mobile,63.48,66.85,57.0,,3.0,0.5307,1.0,54.63,19.9,4.0,Current_Affairs,medium,medium,0
S926994,Grade_7,Geography,Physical_Geography,visual,desktop,62.36,65.12,99.0,4.0,1.0,0.4929,2.0,46.22,28.3,3.0,Resources,medium,medium,0
S117976,,History,Post_Independence,visual,laptop,59.94,46.08,82.2,5.0,3.0,0.3069,3.0,14.63,49.2,4.0,World_Wars,easy,medium,1
S885820,Grade_2,Science,Cells_Biology,reading_writing,laptop,39.24,31.18,95.0,4.0,4.0,0.2649,3.0,25.12,27.1,4.0,Ecosystems,easy,low,1
S870634,Grade_9,,Periodic_Table,auditory,laptop,51.86,49.6,,5.0,2.0,0.3085,4.0,35.65,45.1,3.0,Chemical_Reactions,medium,medium,1
S891874,Grade_7,General_Knowledge,Current_Affairs,visual,desktop,35.02,46.26,84.9,3.0,24.0,0.4191,4.0,31.0,26.4,13.0,Sports,easy,low,1
S447121,Grade_8,History,Post_Independence,visual,desktop,46.95,37.43,79.2,5.0,0.0,0.2933,3.0,22.36,23.8,2.0,World_Wars,easy,low,1
S851181,Grade_12,History,Post_Independence,auditory,tablet,87.71,84.32,31.8,3.0,2.0,0.678,2.0,78.44,34.6,2.0,Freedom_Movement,medium,high,0
S893833,Grade_5,Geography,Physical_Geography,auditory,laptop,74.83,75.69,92.4,3.0,6.0,0.5485,2.0,,13.0,3.0,Resources,medium,high,0
S421233,Grade_2,General_Knowledge,Science_Tech,kinesthetic,desktop,,44.95,110.6,,5.0,0.3304,3.0,6.32,39.7,3.0,Current_Affairs,easy,low,1
S140424,Grade_5,Geography,Climate,visual,tablet,62.15,87.47,111.4,3.0,2.0,0.6103,1.0,74.92,14.6,2.0,Population,medium,medium,0
S284492,Grade_2,Hindi,Vyakaran,kinesthetic,desktop,66.74,71.52,,4.0,5.0,0.4616,1.0,51.54,15.9,4.0,Gadya,medium,medium,1
S188226,Grade_12,English,Vocabulary,kinesthetic,mobile,81.79,73.2,33.2,3.0,1.0,0.4192,1.0,31.51,27.9,1.0,Grammar,medium,medium,0
S798181,Grade_5,English,Essay_Writing,reading_writing,mobile,,40.42,109.3,3.0,8.0,0.4243,3.0,27.5,20.7,4.0,Literature,easy,medium,0
S504110,Grade_9,English,Literature,reading_writing,laptop,72.57,77.75,90.5,2.0,4.0,0.5856,1.0,,10.4,3.0,Essay_Writing,medium,medium,0
S819866,Grade_2,Science,Ecosystems,kinesthetic,tablet,49.18,39.64,110.5,5.0,5.0,0.2512,3.0,4.26,30.0,5.0,Chemical_Reactions,easy,low,1
S327247,Grade_12,Hindi,Vyakaran,visual,laptop,86.33,88.52,49.0,2.0,9.0,0.6386,2.0,80.21,24.7,5.0,Kavita,medium,high,0
S803347,Grade_9,English,Essay_Writing,auditory,mobile,76.94,63.17,58.9,2.0,10.0,0.4687,3.0,36.15,17.9,7.0,Literature,medium,medium,0
S703159,Grade_4,Hindi,Gadya,reading_writing,mobile,,34.74,106.4,6.0,0.0,0.2566,3.0,22.34,41.1,1.0,Patra_Lekhan,easy,low,1
S591688,Grade_10,Mathematics,Trigonometry,kinesthetic,mobile,76.57,74.58,61.0,3.0,,0.4602,1.0,49.92,18.7,4.0,Calculus,medium,medium,0
S825658,Grade_5,Science,Periodic_Table,,desktop,69.08,67.12,119.5,4.0,8.0,0.4745,2.0,35.56,23.9,6.0,Chemical_Reactions,medium,medium,1
S657860,Grade_2,General_Knowledge,Current_Affairs,auditory,laptop,30.16,23.53,85.9,6.0,0.0,0.2254,5.0,26.71,27.2,1.0,Science_Tech,easy,low,1
S257136,Grade_12,Computer_Science,Databases,reading_writing,desktop,81.0,67.4,38.0,4.0,6.0,0.4216,1.0,42.07,30.7,3.0,Web_Development,medium,high,0
S958352,Grade_4,History,Freedom_Movement,visual,mobile,,46.15,101.5,4.0,12.0,0.491,3.0,44.45,29.9,6.0,World_Wars,medium,medium,1
S893572,Grade_2,Computer_Science,,auditory,mobile,75.17,88.61,114.2,1.0,6.0,0.6618,0.0,91.64,26.4,3.0,Data_Structures,medium,high,0
S527567,Grade_12,General_Knowledge,Awards,auditory,laptop,94.2,86.2,66.1,2.0,2.0,0.5384,2.0,57.18,26.3,2.0,Science_Tech,medium,high,0
S501426,Grade_7,English,Poetry,kinesthetic,laptop,51.37,48.99,90.0,3.0,6.0,0.3898,3.0,24.5,25.1,3.0,Literature,medium,medium,1
S322252,Grade_9,General_Knowledge,Awards,auditory,desktop,70.67,62.53,55.4,2.0,2.0,0.4865,2.0,56.72,24.5,1.0,Science_Tech,medium,medium,0
S506295,Grade_5,Hindi,Kavita,kinesthetic,tablet,56.85,54.17,,4.0,,0.4814,1.0,26.83,21.1,7.0,Patra_Lekhan,medium,medium,0
S807255,Grade_3,Hindi,Gadya,auditory,laptop,44.65,49.17,142.0,5.0,9.0,0.4156,3.0,21.88,35.5,4.0,Patra_Lekhan,easy,medium,1
